title,year,alias,director,writer,genre,region,language,runtime,douban_rating,imdb_rating,douban_url,imdb_url,cast,summary,referer,resource_name,resource_url,resource_remark,resource_category,resource_size,resource_count,resource_created_at,resource_srt_url,poster_url,still_url,poster_file,still_file
Hana to Arisu satsujin jiken (2015),2015,,Shunji Iwai,,动画 喜剧 犯罪 ,,,100,,,https://movie.douban.com/subject/26147706/,https://www.imdb.com/title/tt4125300/,"Yû Aoi , Anne Suzuki , Shôko Aida , Sei Hiraizumi , Tomohiro Kaku , Ryô Katsuji , Midoriko Kimura , Tae Kimura , Haru Kuroki , Ranran Suzuki","After her parents separate, 14 year-old Tetsuko (who will soon be nick-named Alice) moves with her mother to a new town in what she calls ""The Boonies"" and must enroll as a transfer student in a new middle school. She immediately finds herself bullied due being assigned the seat of ""Judas"" who is said to have been murdered over a year before. She is told that if anybody knows his fate it would be Hana, the recluse in the house next door, who has been unable to bring herself to attend class since ""Judas"" disappeared.　　  父母分居后，14岁的Tetsuko（她很快就会被昵称为Alice）和母亲搬到了她称之为“Boonies”的一个新城镇，必须在一所新的中学注册成为转学生。她立即发现自己受到了欺负，因为她被分配到了据说一年多前被谋杀的“犹大”的席位。她被告知，如果有人知道他的命运，那一定是隔壁房子里的隐士哈娜，自从“犹大”失踪后，她一直无法带自己去上课。",https://0067.org/bt_706463.html,《花与爱丽丝杀人事件 / 花とアリス殺人事件 / The Case of Hana &amp; Alice / Hana to Alice Satsujin Jiken / The Murder Case of Hana &amp; Alice》主演：苍井优 Yu Aoi / 铃木杏 Anne Suzuki / 胜地凉 Ryo Katsuji / 黑木华 Haru Kuroki / 木村多江 Tae Kimura / 平泉成 Sei Hiraizumi / 相田翔子 Shôko Aida / 铃木兰兰 Ranran Suzuki / 郭智博 Tomohiro Kaku / 木村绿子 Midoriko Kimura / 林雄大 Yûdai Hayashi,magnet:?xt=urn:btih:733b18c65ce6a8f3c0832b92443954949779f0a3&dn=%5Bbt66.org%5D%E8%8A%B1%E4%B8%8E%E7%88%B1%E4%B8%BD%E4%B8%9D%E6%9D%80%E4%BA%BA%E4%BA%8B%E4%BB%B6%5B%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95%5D.The.Murder.Case.Of.Hana.And.Alice.2015.1080p.BluRay.x265.10bit.DTS-HD.MA.5.1-ParkHD&tr=%26tr%3Dhttp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,['《花与爱丽丝杀人事件 / 花とアリス殺人事件 / The Case of Hana &amp; Alice / Hana to Alice Satsujin Jiken / The Murder Case of Hana &amp; Alice》主演：苍井优 Yu Aoi / 铃木杏 Anne Suzuki / 胜地凉 Ryo Katsuji / 黑木华 Haru Kuroki / 木村多江 Tae Kimura / 平泉成 Sei Hiraizumi / 相田翔子 Shôko Aida / 铃木兰兰 Ranran Suzuki / 郭智博 Tomohiro Kaku / 木村绿子 Midoriko Kimura / 林雄大 Yûdai Hayashi\t\t\t\t'],Movies/x265/1080p,8.02 GB,4,2025-03-24 21,https://0067.org/ajax-zimu.html?name=Hana to Arisu satsujin jiken (2015)&key=tt4125300,https://0067.org/Uploads/vod/s/Sb4xa2.jpg,,,
Sky Force (2025),2025,,"Abhishek Anil Kapur , Sandeep Kewlani",,动作 惊悚 ,,,125,,,https://movie.douban.com/subject/37195139/,https://www.imdb.com/title/tt27056066/,"Akshay Kumar , Veer Pahariya , Nimrat Kaur , Sara Ali Khan , Soham Majumdar , Rajat Kaul , Ritik Ghanshani , Abhinav Bhattacharjee , Sharad Kelkar , Varun Badola , Manish Chaudhari , Mohit Chauhan , Gurpal Singh , Shaesha Madan , Tim , Bryan Lawrence , Fayaz Khan , Abhishek Mahendru","Skyforce unravels a gripping story inspired by extraordinary true events surrounding one of the deadliest air strikes between India and Pakistan. This epic tale of bravery and sacrifice follows the mystery of a hero lost in action and a comrade's unyielding quest for the truth. Packed with emotions, camaraderie, and high-stakes action, Skyforce is a soaring tribute to courage and resilience.　　  Skyforce揭开了一个扣人心弦的故事，故事的灵感来自于围绕印度和巴基斯坦之间最致命的空袭之一的非凡真实事件。这部勇敢与牺牲的史诗故事讲述了一位英雄在行动中迷失的奥秘和一位同志对真理的不屈追求。Skyforce充满了情感、友情和高风险行动，是对勇气和韧性的高度赞扬。",https://0067.org/bt_706440.html,《天空部队 / Sky Force》主演：阿克谢·库玛尔 Akshay Kumar / 尼姆拉特·考尔 Nimrat Kaur / 萨拉·阿里·汗 Sara Ali Khan / 沙拉德·凯卡尔 Sharad Kelkar / Veer Pahariya,magnet:?xt=urn:btih:db30a1662105809850f15fb5e6d4ecb7d35c1f23&dn=%5Bbt66.org%5D%E5%A4%A9%E7%A9%BA%E9%83%A8%E9%98%9F%5B%E6%97%A0%E5%AD%97%E7%89%87%E6%BA%90%5D.Sky.Force.2025.1080p.AMZN.WEB-DL.DDP5.1.H264-ParkHD&tr=%26tr%3Dhttp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,['《天空部队 / Sky Force》主演：阿克谢·库玛尔 Akshay Kumar / 尼姆拉特·考尔 Nimrat Kaur / 萨拉·阿里·汗 Sara Ali Khan / 沙拉德·凯卡尔 Sharad Kelkar / Veer Pahariya\t\t\t\t'],Movies/x264/1080p,6.75 GB,4,2025-03-24 21,https://0067.org/ajax-zimu.html?name=Sky Force (2025)&key=tt27056066,https://0067.org/Uploads/vod/h/hmN3T3.jpg,,,
Xiong chu mo,2019,,Leon Ding,,动画 冒险 奇幻 ,,,90,,,https://movie.douban.com/subject/30335059/,https://www.imdb.com/title/tt10250750/,"Chris Boike , Joseph S. Lambert , Siobhan Lumsden , Nichalia Schwartz , Nikki Stinson",Vick and the bears find themselves stuck in the ancient past surrounded by gigantic animals who all seem to have one thing in mind,https://0067.org/bt_706456.html,《熊出没·原始时代 / 熊出没6 / 熊出没大电影6 / Boonie Bears:Blast Into The Past》主演：张伟 Wei Zhang / 张秉君 Bingjun Zhang / 谭笑 Xiao Tan / 宋祖儿 Zuer Song / 刘思奇 Siqi Liu / 万丹青 Danqing Wan / 刘沛 Pei Liu / 孟雨田 Yutian Meng / 张韶涵 Angela Chang / 周子瑜 Ziyu Zhou / 李鑫 Xin Li,magnet:?xt=urn:btih:165c77a26a01a2597c57acbfc046f9a6bfb6ec27&dn=%5Bbt66.org%5D%E7%86%8A%E5%87%BA%E6%B2%A1%C2%B7%E5%8E%9F%E5%A7%8B%E6%97%B6%E4%BB%A3%5B%E5%9B%BD%E8%AF%AD%E9%85%8D%E9%9F%B3%2F%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95%5D.Boonie.Bears.Blast.Into.The.Past.2019.1080p.WEB-DL.H265.DDP2.0-QuickIO&tr=%26tr%3Dhttp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,['《熊出没·原始时代 / 熊出没6 / 熊出没大电影6 / Boonie Bears:Blast Into The Past》主演：张伟 Wei Zhang / 张秉君 Bingjun Zhang / 谭笑 Xiao Tan / 宋祖儿 Zuer Song / 刘思奇 Siqi Liu / 万丹青 Danqing Wan / 刘沛 Pei Liu / 孟雨田 Yutian Meng / 张韶涵 Angela Chang / 周子瑜 Ziyu Zhou / 李鑫 Xin Li\t\t\t\t'],Movies/x265/1080p,1.04 GB,4,2025-03-24 21,https://0067.org/ajax-zimu.html?name=Xiong chu mo: Yuan shi shi dai (2019)&key=tt10250750,https://0067.org/Uploads/vod/p/pSdKl3.jpg,,,
Xiong chu mo,2014,,"Leon Ding , Fuyuan Liu , Paulette Victor Lifton",,动画 动作 冒险 ,,,95,,,https://movie.douban.com/subject/24753811/,https://www.imdb.com/title/tt3564806/,"Rick Jay Glen , Siobhan Lumsden , Paul 'Maxx' Rinehart , Toni Thompson , Justin J. Wheeler","The story starts when two boxes were switched mistakenly in the middle of a rainstorm night. Since Bald bring back this mysterious box the forest is no longer peaceful and the lives of Bald and his friends, the Bear Brothers have change dramatically.　　  故事开始于一个暴雨之夜，两个盒子被错误地切换。自从巴尔德带回这个神秘的盒子后，森林不再平静，巴尔德和他的朋友们的生活也发生了巨大的变化。",https://0067.org/bt_706442.html,"《熊出没之夺宝熊兵 / 熊出没大电影 / 熊出没电影版 / Boonie Bears, to the Rescue!》主演：张秉君 Bingjun Zhang / 张伟 Wei Zhang / 谭笑 Xiao Tan / 陈光 Guang Chen / 孙尧东 Yaodong Sun / 马浩伦 Haolun Ma / 万丹青 Danqing Wan / 辛媛 Yuan Xin / 刘思奇 Siqi Liu / 张芷潆 Zhiying Zhang / 任书瑶 Shuyao Ren / 陈光 Guang Chen",magnet:?xt=urn:btih:bbdc0c3435be52496b05b2fc43db53abf5122b61&dn=%5Bbt66.org%5D%E7%86%8A%E5%87%BA%E6%B2%A1%E4%B9%8B%E5%A4%BA%E5%AE%9D%E7%86%8A%E5%85%B5%5B%E5%9B%BD%E8%AF%AD%E9%85%8D%E9%9F%B3%2F%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95%5D.Boonie.Bears.to.the.Rescue.2014.1080p.WEB-DL.H265.AAC-QuickIO&tr=%26tr%3Dhttp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,"['《熊出没之夺宝熊兵 / 熊出没大电影 / 熊出没电影版 / Boonie Bears, to the Rescue!》主演：张秉君 Bingjun Zhang / 张伟 Wei Zhang / 谭笑 Xiao Tan / 陈光 Guang Chen / 孙尧东 Yaodong Sun / 马浩伦 Haolun Ma / 万丹青 Danqing Wan / 辛媛 Yuan Xin / 刘思奇 Siqi Liu / 张芷潆 Zhiying Zhang / 任书瑶 Shuyao Ren / 陈光 Guang Chen\t\t\t\t']",Movies/x265/1080p,604.16 MB,4,2025-03-24 21,https://0067.org/ajax-zimu.html?name=Xiong chu mo: Duo Bao Xiong Bing (2014)&key=tt3564806,https://0067.org/Uploads/vod/0/0ixt53.jpg,,,
Sky Force (2025),2025,,"Abhishek Anil Kapur , Sandeep Kewlani",,动作 惊悚 ,,,125,,,https://movie.douban.com/subject/37195139/,https://www.imdb.com/title/tt27056066/,"Akshay Kumar , Veer Pahariya , Nimrat Kaur , Sara Ali Khan , Soham Majumdar , Rajat Kaul , Ritik Ghanshani , Abhinav Bhattacharjee , Sharad Kelkar , Varun Badola , Manish Chaudhari , Mohit Chauhan , Gurpal Singh , Shaesha Madan , Tim , Bryan Lawrence , Fayaz Khan , Abhishek Mahendru","Skyforce unravels a gripping story inspired by extraordinary true events surrounding one of the deadliest air strikes between India and Pakistan. This epic tale of bravery and sacrifice follows the mystery of a hero lost in action and a comrade's unyielding quest for the truth. Packed with emotions, camaraderie, and high-stakes action, Skyforce is a soaring tribute to courage and resilience.　　  Skyforce揭开了一个扣人心弦的故事，故事的灵感来自于围绕印度和巴基斯坦之间最致命的空袭之一的非凡真实事件。这部勇敢与牺牲的史诗故事讲述了一位英雄在行动中迷失的奥秘和一位同志对真理的不屈追求。Skyforce充满了情感、友情和高风险行动，是对勇气和韧性的高度赞扬。",https://0067.org/bt_706441.html,《天空部队 / Sky Force》主演：阿克谢·库玛尔 Akshay Kumar / 尼姆拉特·考尔 Nimrat Kaur / 萨拉·阿里·汗 Sara Ali Khan / 沙拉德·凯卡尔 Sharad Kelkar / Veer Pahariya,magnet:?xt=urn:btih:ba7b6e44370dbd84f551292ac9fb894a22ca13af&dn=%5Bbt66.org%5D%E5%A4%A9%E7%A9%BA%E9%83%A8%E9%98%9F%5B%E6%97%A0%E5%AD%97%E7%89%87%E6%BA%90%5D.Sky.Force.2025.2160p.AMZN.WEB-DL.DDP5.1.H265-ParkHD&tr=%26tr%3Dhttp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,['《天空部队 / Sky Force》主演：阿克谢·库玛尔 Akshay Kumar / 尼姆拉特·考尔 Nimrat Kaur / 萨拉·阿里·汗 Sara Ali Khan / 沙拉德·凯卡尔 Sharad Kelkar / Veer Pahariya\t\t\t\t'],Movies/x265/4k,13.05 GB,10,2025-03-24 21,https://0067.org/ajax-zimu.html?name=Sky Force (2025)&key=tt27056066,https://0067.org/Uploads/vod/h/hmN3T3.jpg,,,
Xiong chu mo,2015,,"Leon Ding , Fuyuan Liu",,动画 喜剧 ,,,96,,,https://movie.douban.com/subject/26220731/,https://www.imdb.com/title/tt4412240/,"Jenny Ansell , Rick Jay Glen , Ethan Kiely , Siobhan Lumsden , Yutian Meng , Che Devereux Scott Rinehart , Luc Alexander Mainland Rinehart , Paul 'Maxx' Rinehart , Yaodong Sun , Justin J. Wheeler , Bingjun Zhang","Animation, Adventure, Comedy　　  动画、冒险、喜剧",https://0067.org/bt_706446.html,《熊出没之雪岭熊风 / 熊出没大电影2 / Boonie Bears: Mystical Winter》主演：张伟 Wei Zhang / 张秉君 Bingjun Zhang / 谭笑 Xiao Tan / 孟雨田 Yutian Meng / 孙尧东 Yaodong Sun / 赵肖宇 Xiaoyu Zhao / 辛媛 Yuan Xin / 万丹青 Danqing Wan,magnet:?xt=urn:btih:441951e85d9d04c7a8948a969327e9b495ad3680&dn=%5Bbt66.org%5D%E7%86%8A%E5%87%BA%E6%B2%A1%E4%B9%8B%E9%9B%AA%E5%B2%AD%E7%86%8A%E9%A3%8E%5B%E5%9B%BD%E8%AF%AD%E9%85%8D%E9%9F%B3%2F%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95%5D.Boonie.Bears.Mystical.Winter.2015.1080p.WEB-DL.H265.AAC-QuickIO&tr=%26tr%3Dhttp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,['《熊出没之雪岭熊风 / 熊出没大电影2 / Boonie Bears: Mystical Winter》主演：张伟 Wei Zhang / 张秉君 Bingjun Zhang / 谭笑 Xiao Tan / 孟雨田 Yutian Meng / 孙尧东 Yaodong Sun / 赵肖宇 Xiaoyu Zhao / 辛媛 Yuan Xin / 万丹青 Danqing Wan\t\t\t\t'],Movies/x265/1080p,624.64 MB,4,2025-03-24 21,https://0067.org/ajax-zimu.html?name=Xiong chu mo: Xue ling Xiong feng (2015)&key=tt4412240,https://0067.org/Uploads/vod/q/Qd51n3.jpg,,,
Xiong chu mo,2016,,Leon Ding,,动画 ,,,99,,,https://movie.douban.com/subject/26330955/,https://www.imdb.com/title/tt5471154/,"Siobhan Lumsden , Joseph S. Lambert , Gene Hobbs III , Paul 'Maxx' Rinehart , Ethan Kiely , Jenny Ansell , Che Devereux Scott Rinehart , Wan Danqing , Chen Guang , Ma Haolun , Yutian Meng , Xiaodong Sun , Xiao Tan , Veronica J. Valentini , Zhang Wei , Xin Yuan , Bingjun Zhang","A story of friends old and new, of being lost but most importantly being found; The Big Top Secret follows Briar as he is whisked away from the home he knows and plunged head first into the ranks of a traveling circus. The struggling circus, led by Hugo the Gorilla, is on its last leg and in desperate need of a boost. Frustrated with his brother, Bramble, and the rest of his forest friends, Briar finds a new and welcoming home among Wolfgang's Big Top. Briar brings life back to the circus and quickly finds happiness in his new life filled with new friends and fame. While rising to the top has its benefits, it also comes with a price. After searching high and low, Bramble and his forest friends are thrilled to have found their lost Briar, but Briar is not so sure that he wants to be found. He doesn't want to leave his perfect new life at the big top but even the most perfect-seeming things have dark sides. Through trials and chases and trains, all of the animals learn what it is to belong and the true meaning of family.　　  一个关于新老朋友的故事，一个关于失去但最重要的是被找到的故事；《最高机密》（The Big Top Secret）讲述了布莱尔（Briar）被带离他认识的家，一头扎进一个巡回马戏团的行列。由大猩猩雨果领导的马戏团正处于挣扎中，目前已奄奄一息，亟需提振。布莱尔对他的兄弟布兰布尔和其他森林朋友感到失望，他在沃尔夫冈的大山顶找到了一个新的、受欢迎的家。布莱尔将生活带回马戏团，并很快在充满新朋友和名气的新生活中找到幸福。虽然上升到顶峰有其好处，但也有其代价。在到处寻找之后，布兰布尔和他的森林朋友们都很激动地发现了他们丢失的布莱尔，但布莱尔并不确定自己是否想被找到。他不想把自己完美的新生活留在高层，但即使是最完美的东西也有阴暗的一面。通过试验、追逐和训练，所有的动物都学会了归属和家庭的真正意义。",https://0067.org/bt_706444.html,《熊出没之熊心归来 / 熊出没大电影3 / Boonie Bears III / Boonie Bears: The Big Top Secret》主演：张伟 Wei Zhang / 张秉君 Bingjun Zhang / 谭笑 Xiao Tan / 赵肖宇 Xiaoyu Zhao / 万丹青 Danqing Wan / 孟雨田 Yutian Meng / 刘沛 Pei Liu / 曹路瑶 Luyao Cao / 王梦拓 Mengtuo Wang / 张汝柯 Ruke Zhang / 周子瑜 Ziyu Zhou / 李婉瑶,magnet:?xt=urn:btih:03735deba98354275677667fc6f65ce2b468a466&dn=%5Bbt66.org%5D%E7%86%8A%E5%87%BA%E6%B2%A1%E4%B9%8B%E7%86%8A%E5%BF%83%E5%BD%92%E6%9D%A5%5B%E5%9B%BD%E8%AF%AD%E9%85%8D%E9%9F%B3%2F%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95%5D.Boonie.Bears.III.2016.1080p.WEB-DL.H265.AAC-QuickIO&tr=%26tr%3Dhttp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,['《熊出没之熊心归来 / 熊出没大电影3 / Boonie Bears III / Boonie Bears: The Big Top Secret》主演：张伟 Wei Zhang / 张秉君 Bingjun Zhang / 谭笑 Xiao Tan / 赵肖宇 Xiaoyu Zhao / 万丹青 Danqing Wan / 孟雨田 Yutian Meng / 刘沛 Pei Liu / 曹路瑶 Luyao Cao / 王梦拓 Mengtuo Wang / 张汝柯 Ruke Zhang / 周子瑜 Ziyu Zhou / 李婉瑶\t\t\t\t'],Movies/x265/1080p,768.00 MB,4,2025-03-24 21,https://0067.org/ajax-zimu.html?name=Xiong chu mo: Xiong Xin gui lai (2016)&key=tt5471154,https://0067.org/Uploads/vod/r/Rd2UZ3.jpg,,,
Xiong chu mo,2016,,Leon Ding,,动画 ,,,99,,,https://movie.douban.com/subject/26330955/,https://www.imdb.com/title/tt5471154/,"Siobhan Lumsden , Joseph S. Lambert , Gene Hobbs III , Paul 'Maxx' Rinehart , Ethan Kiely , Jenny Ansell , Che Devereux Scott Rinehart , Wan Danqing , Chen Guang , Ma Haolun , Yutian Meng , Xiaodong Sun , Xiao Tan , Veronica J. Valentini , Zhang Wei , Xin Yuan , Bingjun Zhang","A story of friends old and new, of being lost but most importantly being found; The Big Top Secret follows Briar as he is whisked away from the home he knows and plunged head first into the ranks of a traveling circus. The struggling circus, led by Hugo the Gorilla, is on its last leg and in desperate need of a boost. Frustrated with his brother, Bramble, and the rest of his forest friends, Briar finds a new and welcoming home among Wolfgang's Big Top. Briar brings life back to the circus and quickly finds happiness in his new life filled with new friends and fame. While rising to the top has its benefits, it also comes with a price. After searching high and low, Bramble and his forest friends are thrilled to have found their lost Briar, but Briar is not so sure that he wants to be found. He doesn't want to leave his perfect new life at the big top but even the most perfect-seeming things have dark sides. Through trials and chases and trains, all of the animals learn what it is to belong and the true meaning of family.　　  一个关于新老朋友的故事，一个关于失去但最重要的是被找到的故事；《最高机密》（The Big Top Secret）讲述了布莱尔（Briar）被带离他认识的家，一头扎进一个巡回马戏团的行列。由大猩猩雨果领导的马戏团正处于挣扎中，目前已奄奄一息，亟需提振。布莱尔对他的兄弟布兰布尔和其他森林朋友感到失望，他在沃尔夫冈的大山顶找到了一个新的、受欢迎的家。布莱尔将生活带回马戏团，并很快在充满新朋友和名气的新生活中找到幸福。虽然上升到顶峰有其好处，但也有其代价。在到处寻找之后，布兰布尔和他的森林朋友们都很激动地发现了他们丢失的布莱尔，但布莱尔并不确定自己是否想被找到。他不想把自己完美的新生活留在高层，但即使是最完美的东西也有阴暗的一面。通过试验、追逐和训练，所有的动物都学会了归属和家庭的真正意义。",https://0067.org/bt_706445.html,《熊出没之熊心归来 / 熊出没大电影3 / Boonie Bears III / Boonie Bears: The Big Top Secret》主演：张伟 Wei Zhang / 张秉君 Bingjun Zhang / 谭笑 Xiao Tan / 赵肖宇 Xiaoyu Zhao / 万丹青 Danqing Wan / 孟雨田 Yutian Meng / 刘沛 Pei Liu / 曹路瑶 Luyao Cao / 王梦拓 Mengtuo Wang / 张汝柯 Ruke Zhang / 周子瑜 Ziyu Zhou / 李婉瑶,magnet:?xt=urn:btih:dd24bbf0a8989a28e74f1f7920f38fb33ecf6936&dn=%5Bbt66.org%5D%E7%86%8A%E5%87%BA%E6%B2%A1%E4%B9%8B%E7%86%8A%E5%BF%83%E5%BD%92%E6%9D%A5%5B%E5%9B%BD%E8%AF%AD%E9%85%8D%E9%9F%B3%2F%E4%B8%AD%E6%96%87%E5%AD%97%E5%B9%95%5D.Boonie.Bears.III.2016.2160p.WEB-DL.H265.AAC-QuickIO&tr=%26tr%3Dhttp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker1.itzmx.com%3A8080%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker2.itzmx.com%3A6961%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker4.itzmx.com%3A2710%2Fannounce%26tr%3Dhttp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce%26tr%3Dudp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce,['《熊出没之熊心归来 / 熊出没大电影3 / Boonie Bears III / Boonie Bears: The Big Top Secret》主演：张伟 Wei Zhang / 张秉君 Bingjun Zhang / 谭笑 Xiao Tan / 赵肖宇 Xiaoyu Zhao / 万丹青 Danqing Wan / 孟雨田 Yutian Meng / 刘沛 Pei Liu / 曹路瑶 Luyao Cao / 王梦拓 Mengtuo Wang / 张汝柯 Ruke Zhang / 周子瑜 Ziyu Zhou / 李婉瑶\t\t\t\t'],Movies/x265/4k,2.52 GB,4,2025-03-24 21,https://0067.org/ajax-zimu.html?name=Xiong chu mo: Xiong Xin gui lai (2016)&key=tt5471154,https://0067.org/Uploads/vod/r/Rd2UZ3.jpg,,,
