"title","year","alias","director","writer","genre","region","language","runtime","douban_rating","imdb_rating","cast","summary","referer"
"","2025","电力之州","乔·罗素 / 安东尼·罗素","克里斯托弗·马库斯 / 斯蒂芬·麦克菲利","剧情 / 喜剧 / 动作 / 科幻 / 冒险","美国","英语","128分钟","分 (共0人参与评分)","","米莉·波比·布朗 / 克里斯·帕拉特 / 关继威 / 杰森·亚历山大 / 安东尼·麦凯 / 伍迪·诺曼 / 吉安卡罗·埃斯波西托 / 斯坦利·图齐 / 伍迪·哈里森 / 布莱恩·考克斯 / 珍妮·斯蕾特 / 汉克·阿扎利亚 / 科尔曼·多明戈 / 艾伦·图代克 / 德文·达尔顿 / 泰瑞·诺塔里 / 马丁·科勒巴 / 帕蒂·哈里森 / 亚当·克罗斯代尔 / Gabrielle Maiden / Chris Silvestri / 布洛克·布罗姆 / 库利·卡尔文 / 阿兰·波尔 / Myles Evans / 安吉拉·戴维斯 / 兰德尔·P·海文斯","影片改编自同名热门绘本，背景设定在洋溢未来风格的过往年代。主人公米歇尔（米莉·波比·布朗 饰）是个失去双亲的少女，她为了寻找失散的弟弟而踏上穿越美国西部之旅，与她同行的是个可爱又神秘的机器人，以及一名古怪的流浪客（克里斯·帕拉特 饰）。","https://4khdr.cn/thread-30961-1-1.html"
